advance,verb,travel|propose|increase|support|move|develop|better|delegate|lend|set|wax
advanced,verb,travel|propose|increase|support|move|develop|better|delegate|lend|set|wax
advancing,verb,travel|propose|increase|support|move|develop|better|delegate|lend|set|wax
adverbial,noun,adverb
advertised,verb,announce|praise
advised,verb,hash out|inform|declare
advisory,noun,announcement
aeolian,noun,greek|citizenry
aerated,verb,expose|change|process
aerial,noun,pass|electrical device
aerosolised,verb,disperse|scatter
aerosolized,verb,scatter|disperse
aery,noun,bird's nest|habitation
aesthetic,noun,philosophical doctrine
affected,verb,change|change|refer|misrepresent
affecting,verb,change|change|refer|misrepresent
afferent,noun,nerve
affiliated,verb,interact|join
affine,noun,kin
affirmative,noun,avowal
affixed,verb,attach|attach|attach
afflicted,verb,upset|damage
affluent,noun,rich person|branch
afghan,noun,blanket|asian|iranian|coat|hound
afghani,noun,afghan monetary unit|iranian
afghanistani,noun,asian
african,noun,person
african-american,noun,american
afrikaans,noun,dutch
afrikaner,noun,south african
afro-american,noun,american
agape,noun,love|love|religious ceremony
aged,noun,age group
aged,verb,develop|develop|change
ageing,noun,organic process|organic process
ageing,verb,develop|develop|change
agglomerate,noun,volcanic rock|collection
agglomerate,verb,bunch
agglomerated,verb,bunch
agglutinate,verb,attach|cling
aggravated,verb,change|anger
aggravating,verb,change|anger
aggregate,noun,whole|material|sum
aggregate,verb,come|mix
aggregated,verb,come|mix
aging,noun,organic process|organic process
aging,verb,develop|develop|change
agitated,verb,provoke|disturb|advertise|move|move|move
agitating,verb,provoke|disturb|advertise|move|move|move
agnate,noun,relative
agnostic,noun,person|religious person
agonised,verb,pain|suffer
agonising,verb,pain|suffer
agonized,verb,pain|suffer
agonizing,verb,pain|suffer
agreed,verb,accept|equal|match|suit
aided,verb,support|better
ailing,verb,suffer|hurt
air-conditioned,verb,process|supply
air-cooled,verb,supply
aired,verb,expose|publicize|tell|dry|refresh
alabaster,noun,gypsum|calcite|white
alar,noun,chemical
alarmed,verb,frighten|warn
alarming,verb,frighten|warn
alaskan,noun,american
albanian,noun,european|indo-european
alcoholic,noun,drunkard
alert,noun,readiness|warning|signal
alert,verb,warn
aleutian,noun,indian
alexandrian,noun,resident
alexic,noun,patient
algerian,noun,african
algonkian,noun,algonquian|algonquian
algonquian,noun,indian|amerind
algonquin,noun,indian|amerind
alien,noun,traveler|intruder|hypothetical creature
alien,verb,transfer|change
alienated,verb,change|transfer|affect
alienating,verb,change|transfer|affect
alight,verb,land|descend
aligned,verb,reorient|match|stand|adjust
aligning,verb,reorient|match|stand|adjust
aliquot,noun,divisor
alleged,verb,assert
allegretto,noun,tempo|musical composition;passage
allegro,noun,tempo|musical composition;passage
alleviated,verb,better|help
allied,verb,consort
alligatored,verb,crack
allotted,verb,distribute|give|give
alloyed,verb,devalue|blend
alluring,verb,invite
alpha,noun,letter|start
alphabetised,verb,arrange
alphabetized,verb,arrange|supply
alsatian,noun,inhabitant|shepherd dog
altaic,noun,asian|ural-altaic
altered,verb,change|edit|sterilize
alternate,noun,stand-in
alternate,verb,change|exchange|memorize|change by reversal|act
alternating,verb,change|exchange|memorize|change by reversal|act
alternative,noun,decision making
alto,noun,singer|singing voice|singing voice|pitch|pitch
alveolar,noun,consonant
amalgamate,verb,change
amalgamated,verb,change
amateur,noun,person|athlete
amazed,verb,surprise|confuse
amazing,verb,surprise|confuse
amber,noun,yellow|natural resin
ambulatory,noun,walk
ameliorating,verb,change|change state
amended,verb,revise|change|correct
american,noun,inhabitant|english|inhabitant
amerind,noun,natural language
amethyst,noun,quartz;transparent gem
amharic,noun,semitic
amino,noun,group
ammoniac,noun,gum
ammoniated,verb,process
amnesiac,noun,handicapped person
amnesic,noun,handicapped person
amphibian,noun,motor vehicle|airplane|vertebrate
amused,verb,entertain|cheer
amusing,verb,entertain|cheer
amygdaloid,noun,volcanic rock
amyloid,noun,starch|protein
anaesthetic,noun,drug
analeptic,noun,stimulant
analgesic,noun,medicine
analog,noun,similarity
analogue,noun,similarity
analphabetic,noun,illiterate
analyzed,verb,treat
anatomical,noun,saying
ancient,noun,oldster|person
andante,noun,tempo|musical composition;passage
andorran,noun,european
aneroid,noun,barometer
anesthetic,noun,drug
angered,verb,arouse|feel
angled,verb,travel|bend|search|fish|bias
anglican,noun,protestant
anglo-indian,noun,english person
anglo-saxon,noun,english person|english person|english
angolan,noun,african
anguillan,noun,west indian
anguished,verb,suffer|upset
angulate,verb,change
animal,noun,organism
animate,verb,stimulate|change|stimulate|stimulate
animated,verb,stimulate|change|stimulate|stimulate
animating,verb,stimulate|change|stimulate|stimulate
animist,noun,disciple
anionic,noun,detergent
annelid,noun,worm
annihilated,verb,kill
annihilating,verb,kill
announced,verb,inform|state|name|tell
annoyed,verb,displease
annoying,noun,mistreatment
annoying,verb,displease
annual,noun,plant|reference book
anodyne,noun,medicine
anopheline,noun,mosquito
anorectic,noun,sick person
anorexic,noun,sick person
answering,verb,state|react|solve|solve|refute|be|satisfy|match|meet|react
antacid,noun,agent
antecedent,noun,relative|cause|temporal relation|referent
antediluvian,noun,patriarch|oldster
antepenultimate,noun,syllable
anterior,noun,tooth
anthelminthic,noun,medicine
anthelmintic,noun,medicine
anthropoid,noun,misfit|primate
anti,noun,person
anti-american,noun,person
anti-intellectual,noun,plebeian
anti-semite,noun,hater
antiaircraft,noun,gun
antibacterial,noun,medicine
antibiotic,noun,antibacterial
antic,noun,diversion
antic,verb,joke
anticholinergic,noun,medicine
anticipant,noun,visionary
anticipated,verb,evaluate|act|know|guess|expect|happen
antifungal,noun,agent
antiguan,noun,west indian
antiknock,noun,compound
antimicrobial,noun,agent
antimicrobic,noun,agent
antineoplastic,noun,cytotoxic drug
antinomian,noun,disciple
antiphonal,noun,religious music
antiphonary,noun,religious music
antipodal,noun,opposition
antipyretic,noun,medicine
antiquarian,noun,expert
antiquated,verb,change|change
antique,noun,old man|antiquity
antique,verb,shop|change
antiseptic,noun,medicine
antiviral,noun,medicine
anuran,noun,amphibian
anxiolytic,noun,tranquilizer
aperient,noun,medicine
aphakic,noun,visually impaired person
aphasic,noun,handicapped person
aphrodisiac,noun,stimulant
apostate,noun,quitter
appalachian,noun,american
appalled,verb,disgust|frighten|disgust|frighten
appalling,noun,experience
appalling,verb,disgust|frighten|disgust|frighten
appareled,verb,change state
appealing,verb,challenge|request|challenge|mention
appeasing,verb,calm|meet|reconcile
appellant,noun,litigant
appellative,noun,name
applied,verb,refer|request|cover|distribute|compel|denote|give
appointed,verb,establish|equip
apportioned,verb,assign|distribute
appraising,verb,evaluate|analyze
appreciated,verb,acknowledge|understand|see|increase|revalue
apprehended,verb,understand|seize|anticipate
apprenticed,verb,train
approaching,noun,movement|timing|motion
approaching,verb,come|approximate|act|come|address
appropriate,verb,assign|assume
approved,verb,authorize|evaluate
approving,noun,support
approving,verb,authorize|evaluate
approximate,verb,resemble|calculate
aquatic,noun,plant
arabian,noun,semite|saddle horse
arabic,noun,semitic
arachnoid,noun,meninx|arthropod
aramaean,noun,semite
aramaic,noun,semitic|script
aramean,noun,semite
arawakan,noun,amerindian|amerind
arcadian,noun,greek
arced,verb,bend
arch,noun,curve|skeletal structure|entrance|structure
arch,verb,bend
arched,verb,bend
arching,verb,bend
archosaurian,noun,diapsid
arctic,noun,overshoe
argent,noun,tincture
argentine,noun,soft-finned fish
argentinian,noun,south american
argive,noun,greek
aristotelean,noun,disciple
aristotelian,noun,disciple
arithmetic,noun,pure mathematics
armed,verb,supply
armenian,noun,asian|indo-european|alphabet
arminian,noun,disciple
armored,verb,equip
armoured,verb,equip
aroid,noun,herb
aroused,verb,make|change state|make|affect|change|move|stimulate
arranged,verb,put|agree|initiate|change|groom|compose|organize
arrayed,verb,arrange|stand
arresting,verb,seize|defend|attract|stop
arsenical,noun,drug;pesticide
arthritic,noun,patient
articled,verb,oblige
articulate,verb,supply|express|connect|state
articulated,verb,supply|express|connect|state
artiodactyl,noun,ungulate
aryan,noun,white|primitive
ascendant,noun,dominance|relative
ascendent,noun,dominance|relative
ascending,noun,motion
ascending,verb,travel|go back|accede|follow|slope|rise|change
ascertained,verb,verify|learn
ascetic,noun,religious person
asian,noun,inhabitant;person of color
asiatic,noun,inhabitant;person of color
asphyxiated,verb,kill|obstruct|die
asphyxiating,verb,kill|obstruct|die
aspirant,noun,applicant
aspiring,verb,plan
assamese,noun,indian|magadhan
assassinated,verb,kill|defame
asserted,verb,insist|declare|behave|postulate
asserting,verb,insist|declare|behave|postulate
assigned,verb,appoint|distribute|evaluate|choose|use|claim|transfer|evaluate
assimilating,verb,learn|adjust|change|absorb|change
assistant,noun,worker
assisted,verb,support|work|help
associate,noun,peer|friend|subordinate|accompaniment|academic degree
associate,verb,think|interact|unite
assorted,verb,interact|categorize
assumed,verb,expect|take office|change|take|move|take|dissemble|receive|dress
assuming,verb,expect|take office|change|take|move|take|dissemble|receive|dress
assured,verb,affirm|persuade|verify|calm|declare
assuring,verb,affirm|persuade|verify|calm|declare
asterisked,verb,mark
asteroid,noun,minor planet
asthmatic,noun,person
astonished,verb,surprise
astonishing,verb,surprise
astounded,verb,surprise
astounding,verb,surprise
astringent,noun,medicine
ataractic,noun,psychotropic agent;sedative-hypnotic
atheist,noun,disbeliever
athenian,noun,greek
atrophied,verb,shrivel
attached,verb,connect|touch|join|relate|take
attacking,verb,contend|knock|act|get down|affect
attained,verb,succeed|arrive|find
attempted,verb,act|initiate
attendant,noun,assistant|participant|happening
attended,verb,be|care|attach to|help|listen
attenuate,verb,weaken|weaken
attenuated,verb,weaken|weaken
attested,verb,testify|affirm|declare|show
attic,noun,floor|ancient greek|human head|wall
attired,verb,dress
attributive genitive,noun,genitive
audible,noun,football play
audile,noun,perceiver
audiovisual,noun,teaching aid
augmented,verb,increase|grow
august,noun,gregorian calendar month
austral,noun,argentine monetary unit
australian,noun,inhabitant|austronesian
australopithecine,noun,hominid
austrian,noun,european
austronesian,noun,inhabitant|natural language
authenticated,verb,attest
authorised,verb,appoint|permit
authoritarian,noun,oppressor
authorized,verb,permit|appoint
autographed,verb,sign
automated,verb,change
automatic,noun,automatic firearm;machine gun|automatic firearm;pistol
auxiliary,noun,assistant
avant-garde,noun,artistic movement
avenged,verb,punish
average,noun,statistic|ratio|scale value
average,verb,total|achieve|calculate
avestan,noun,iranian|script
avocado,noun,edible fruit|fruit tree
avowed,verb,declare|admit
awake,verb,change state
awakened,verb,change|change state|affect
awed,verb,frighten
awing,verb,frighten
awol,noun,absentee
azerbaijani,noun,turki|turki
azure,noun,blue
azure,verb,color
babylonian,noun,semite|cuneiform
bacchanal,noun,drinker|fan|revel
back,noun,body part|side|position|football player|skeletal structure|protective covering|cloth covering|support|position
back,verb,approve|travel|support|finance|lie|bet|switch|confirm|strengthen
backed,verb,approve|travel|support|finance|lie|bet|switch|confirm|strengthen
backhand,noun,return
backhand,verb,hit
backhanded,verb,hit
backstage,noun,stage
backstairs,noun,stairway
bacteroid,noun,bacteria
bad,noun,quality
baffled,noun,people
baffled,verb,confuse|prevent|restrict
baffling,verb,confuse|prevent|restrict
bahai,noun,disciple;teacher
bahamian,noun,west indian
bahraini,noun,arab
baked,verb,cook|create from raw material|heat|be
baking,noun,creating from raw materials|cooking
baking,verb,cook|create from raw material|heat|be
balanced,verb,match|account|hold|be
bald,verb,turn
balding,verb,turn
balking,verb,disobey
baltic,noun,balto-slavic
bandaged,verb,fasten|dress
banded,verb,tie|attach
bandy,verb,play|contend|hash out
banging,noun,noise|fight
banging,verb,hit|sound|close|travel|copulate|hit
bangladeshi,noun,asian
bankrupt,noun,failure
bankrupt,verb,impoverish
banned,verb,outlaw|forbid|expel|expel
banner,noun,flag|headline|flag
bantam,noun,domestic fowl
bantering,verb,tease
bantu,noun,african|niger-congo
baptised,verb,name
baptized,verb,name
barbadian,noun,west indian
barbarian,noun,primitive|unpleasant person
barbecued,verb,grill
barbed,verb,change
bare,verb,uncover|tell|clear
bared,verb,uncover|tell|clear|forbid|obstruct|expel|fasten
baritone,noun,singer|singing voice|brass
baroque,noun,artistic style
barred,verb,forbid|obstruct|expel|fasten
barreled,verb,put
barrelled,verb,put
barren,noun,wilderness
barricaded,verb,obstruct|obstruct|obstruct
base,noun,military installation|support|baseball equipment|part|bottom|control|assumption|support|ester|compound|flank|part|number|location|form|store|ingredient|bottom|electrode
base,verb,situate|drug
based,verb,situate|drug
basic,noun,programming language|commodity
bass,noun,pitch|part|singer|saltwater fish|freshwater fish|singing voice|musical instrument|percoid fish
bastard,noun,unpleasant person|offspring|variation
bastardised,verb,corrupt|declare
bastardized,verb,corrupt|declare
bated,verb,control|beat|drench|hit|blink|hit|hit|beat
batrachian,noun,amphibian
bats,noun,placental|turn|racket|cricket equipment|club
bats,verb,hit|blink|hit|hit|beat
battered,verb,strike|beat|change shape
batwing,noun,swing door
bavarian,noun,german
bawdy,noun,obscenity
bay,noun,body of water|cry|laurel|compartment|compartment|recess|horse
bay,verb,talk|bark
beaded,verb,form|decorate|string
beaked,verb,strike
beaming,verb,smile|express|publicize|look|feel
bearded,verb,rim
bearing,noun,relatedness|direction|manner|bodily property|heraldry|support
bearing,verb,have|produce|permit|transport|make|take|include|gain|have|act;hold|have|give birth
beat,noun,path|periodic event|musical time|oscillation|nonconformist|sound|poetic rhythm|pace|stroke|sailing
beat,verb,get the better of|strike|move|shape|sound|glare|move|sail|agitate|strike|be|cheat|sound|move|move|make|play|beat|surpass|confuse|tire
beaten,verb,get the better of|strike|move|shape|sound|glare|move|sail|agitate|strike|be|cheat|sound|move|move|make|play|beat|surpass|confuse|tire
beatified,verb,elate|elate|declare
becalmed,verb,stabilize
becoming,verb,change state|transform|fancify
bedaubed,verb,cover
bedded,verb,supply|plant|put|copulate
bedewed,verb,wet
bedimmed,verb,darken|change
bedraggled,verb,drench
beetle,noun,insect|hammer
beetle,verb,hang|travel|beat
beetling,verb,hang|travel|beat
befitting,verb,match
befogged,verb,hide
befouled,verb,dishonor
befuddled,verb,be|intoxicate
beginning,noun,happening|point|part|point|change of state
beginning,verb,talk|be|be|act|achieve
begotten,verb,make
begrimed,verb,change
beguiled,verb,cheat|attract
beguiling,verb,cheat|attract
behaviorist,noun,psychologist
behaviourist,noun,psychologist
beheaded,verb,kill
behind,noun,body part
beholden,verb,see
beige,noun,light brown
belarusian,noun,slavic
belgian,noun,european
belittled,verb,disparage|knock|decrease
belittling,noun,disparagement|disparagement
belittling,verb,disparage|knock|decrease
bellied,verb,swell
belligerent,noun,person
bellying,verb,swell
beloved,noun,lover
belted,verb,sing|hit|fasten
bemused,verb,upset
bended,verb,change shape|turn|change shape|bend|turn|move
benedictine,noun,religious|liqueur
beneficed,verb,endow
beneficiary,noun,recipient|semantic role
bengali,noun,asian|ethnic group|magadhan
benighted,verb,overwhelm|envelop|darken
beninese,noun,african
bent,noun,inclination|grass|grassland|endowment
bent,verb,change shape|turn|change shape|bend|turn|move
benumbed,verb,desensitize
bereaved,noun,person
bereaved,verb,deprive
bermudan,noun,north american
berried,verb,pick
berserk,noun,scandinavian
beseeching,verb,plead
besieged,verb,attack|distress|importune
bespoke,verb,tell|communicate
bespoken,verb,tell|communicate
best,noun,attempt|person
best,verb,beat
beta,noun,letter|caryophylloid dicot genus;chenopodiaceae
betrothed,noun,lover
betrothed,verb,vow
better,noun,good|gambler|superior|good
better,verb,surpass|change|change state
bettering,verb,surpass|change|change state
betting,verb,predict|gamble|trust
bewhiskered,verb,supply
bewildered,verb,confuse|upset
bewitched,verb,attract|charm|charm
bewitching,verb,attract|charm|charm
bhutanese,noun,asian
bias,noun,partiality|straight line
bias,verb,prejudice|prejudice
biased,verb,prejudice|prejudice
bibless,noun,sacred text|handbook
bicentenary,noun,anniversary
bicentennial,noun,anniversary
bicorn,noun,cocked hat
bicuspid,noun,tooth
biennial,noun,plant
bifurcate,verb,diverge|branch
bifurcated,verb,diverge|branch
bilabial,noun,labial consonant
bilingual,noun,linguist
billed,verb,account|advertise|post
billion,noun,large integer|large indefinite quantity|large integer
billionth,noun,rank|common fraction
billowing,verb,soar|travel|inflate|expand
bimetal,noun,material
bimonthly,noun,series
binary,noun,star|program
binding,noun,attraction|sewing|medical care|mechanical device|protective covering
binding,verb,attach|relate|attach|fasten|restrain|relate|cover|fasten|adhere|indispose
binomial,noun,quantity
biped,noun,animal
biquadratic,noun,number|equation|polynomial
birch,noun,wood|tree|switch
birch,verb,flog
bisexual,noun,sensualist
biting,verb,grip|ache|pierce|pierce
bitter,noun,ale|taste|taste property
bitter,verb,change taste
bittersweet,noun,nightshade|vine
bivalve,noun,mollusk
biweekly,noun,series
black,noun,achromatic color|dark|person;person of color|man|clothing
black,verb,discolor
black and white,noun,communication|photograph
blackened,verb,discolor|burn
blame,noun,accusation|reproach
blame,verb,charge|knock|impute
blamed,verb,charge|knock|impute
blanched,verb,discolor|cook
blank,noun,character|gap|sheet|cartridge
blank,verb,prevent
blanket,noun,bedclothes|covering|layer
blanket,verb,cover|cover
blanketed,verb,cover|cover
blaring,noun,noise
blaring,verb,make noise|sound
blasted,verb,make noise|hit|bombard|blow|make|cut|fire|knock|smash|shrivel
blasting,verb,make noise|hit|bombard|blow|make|cut|fire|knock|smash|shrivel
blate,verb,utter
blazing,noun,fire
blazing,verb,shine|blast|burn|depart|mark
bleached,verb,discolor|whiten
blear,verb,change
blemished,verb,mar|dirty|damage
blended,verb,mix|harmonize|change integrity
blessed,verb,raise|confer|gesticulate|declare
blest,verb,raise|confer|gesticulate|declare
blighted,verb,afflict
blind,noun,people|screen|protective covering|misrepresentation
blind,verb,change|darken
blinded,verb,change|darken
blindfold,noun,cloth covering
blindfold,verb,cover
blindfolded,verb,cover
blinding,verb,change|darken
blinking,noun,reflex
blinking,verb,act involuntarily|suppress|radiate
blistering,noun,organic process
blistering,verb,swell|attack|change
blockaded,verb,prevent|obstruct|obstruct|besiege
blockading,verb,prevent|obstruct|obstruct|besiege
blocked,verb,obstruct|prevent|prevent|interrupt|operate|anesthetize|hide|emboss|clog|impede|hold|fence|shape|shape|withhold
blond,noun,person|chromatic color
blonde,noun,person|chromatic color
blooded,verb,daub
bloody,verb,cover
blooming,noun,organic process
blooming,verb,develop
blotched,verb,color
blown,verb,exhale|exhaust|travel|sound|shape|fail|use|spend|sound|sound|stimulate|send|move|spurt|go|lay|unwrap|overstate|rest|fail|burst
blue,noun,chromatic color|clothing|organization|sky|dye|amobarbital|lycaenid
blue,verb,discolor
bluff,noun,bank|pretense|deception
bluff,verb,move|frighten
bluish green,noun,green
blunt,verb,weaken|desensitize|change|change|change
blunted,verb,weaken|desensitize|change|change|change
blurred,verb,change|change|rub|change|weaken
blushing,verb,discolor|redden
blustering,verb,blow|overstate|act
bobtail,noun,tail|shepherd dog
bodied,verb,embody
bohemian,noun,indian|european|nonconformist
boiled,verb,change state|change|change|move|be
bold,noun,font
bolivian,noun,south american
bolshevik,noun,radical|communist
bolshevist,noun,communist
bolshy,noun,radical
bombproof,noun,chamber
bombproof,verb,proof
bone,noun,connective tissue|animal material|white
bone,verb,study|remove
boned,verb,study|remove
booked,verb,schedule|request|record|register
booming,verb,sound|hit|sound|grow
boon,noun,good fortune
booted,verb,kick|resuscitate
bootleg,noun,corn whiskey|covering
bootleg,verb,sell|produce
bootlicking,verb,flatter
bordered,verb,touch|enclose|enclose|supply|touch
borderline,noun,boundary
bored,verb,cut
boring,noun,creating by removal|production
boring,verb,cut
born,verb,have|produce|permit|transport|make|take|include|gain|have|act;hold|have|give birth
bosomed,verb,hide|clasp
boss,noun,supervisor|employer|leader|politician|projection|mammal genus
boss,verb,impress
botanical,noun,drug
botched,verb,fail
bothered,verb,strive|displease|affect|intrude|agitate|confuse
bottom,noun,side|region|body part|turn|natural depression|land|cargo ship
bottom,verb,supply|hit|understand
bottomed,verb,supply|hit|understand
bouffant,noun,hairdo
bouncing,noun,recoil
bouncing,verb,jump|hit|travel|return|jump|refuse|eject
bound,noun,line|extremity|extent|jump
bound,verb,move|enclose|control|jump|attach|relate|attach|fasten|restrain|relate|cover|fasten|adhere|indispose
bounded,verb,move|enclose|control|jump
bourgeois,noun,capitalist|commoner
bovid,noun,ruminant
bovine,noun,bovid
bowed,verb,gesticulate|yield|change posture|bend|play
bowing,noun,gesture;reverence|playing
bowing,verb,gesticulate|yield|change posture|bend|play
bowleg,noun,disability;leg
boxed,verb,encase|hit|contend
braced,verb,fix|strengthen|hold|affect
brachiate,verb,swing
brachiopod,noun,invertebrate
brachycephalic,noun,adult
bracing,noun,strengthener;structural member
bracing,verb,fix|strengthen|hold|affect
brag,noun,boast
brag,verb,overstate
braggart,noun,egotist
bragging,noun,boast
bragging,verb,overstate
braided,verb,weave|decorate|weave
brainwashed,verb,persuade|indoctrinate
braised,verb,cook
branched,verb,grow|diverge
branching,noun,division
branching,verb,grow|diverge
branchiopod,noun,crustacean
branchiopodan,noun,crustacean
branded,verb,mark|label|tag|call
brave,noun,warrior|people
brave,verb,defy
brazen,verb,defy
brazilian,noun,south american
breakable,noun,article
breakaway,noun,secession
breasted,verb,converge|reach|confront
breathed,verb,exist|instill|be|express|convey|pause|oxidize|exhaust
breathing,noun,bodily process
breathing,verb,exist|instill|be|express|convey|pause|oxidize|exhaust
breeding,noun,elegance|upbringing|socialization|production|sexual activity
breeding,verb,cause|copulate|produce|reproduce
bridal,noun,marriage
brief,noun,legal document|outline
brief,verb,instruct
brimming,verb,have|fill
briny,noun,body of water
brisk,verb,accelerate
bristled,verb,have|have|react
british,noun,nation
briton,noun,european|celt
brittle,noun,candy
broached,verb,hash out
broad,noun,woman
broadloom,noun,rug
broadside,noun,ad|declamation;denunciation|armament|side|fire
broadside,verb,hit
brocaded,verb,weave
broiled,verb,grill|heat|be
broke,verb,end|change integrity|damage|destroy|separate|disrespect|escape|disperse|express emotion|end|trespass|domesticate|surpass|tell|become|change|separate|flee|collapse|deaden|change|end|change|discontinue|come forth|happen|ruin|invalidate|delegate|impoverish|switch|appear|change|dance|change|change|shoot|separate|decay|detach|penetrate|interrupt|interrupt|diphthongize|destroy|solve|switch|happen|change|change state|decrease|injure|decrease|weaken
broken,verb,end|change integrity|damage|destroy|separate|disrespect|escape|disperse|express emotion|end|trespass|domesticate|surpass|tell|become|change|separate|flee|collapse|deaden|change|end|change|discontinue|come forth|happen|ruin|invalidate|delegate|impoverish|switch|appear|change|dance|change|change|shoot|separate|decay|detach|penetrate|interrupt|interrupt|diphthongize|destroy|solve|switch|happen|change|change state|decrease|injure|decrease|weaken
bronze,noun,copper-base alloy|sculpture
bronze,verb,dye|discolor
bronzed,verb,dye|discolor
brooding,noun,parturition|melancholy
brooding,verb,worry|hang|sulk|reproduce
broody,noun,hen
brown,noun,chromatic color
brown,verb,cook|color
browned,verb,cook|color
bruising,verb,injure|arouse|crush|damage
bruneian,noun,bornean
brunet,noun,person
brunette,noun,person
brushed,verb,rub|touch|clean|move|remove|cover
brute,noun,attacker|organism
bubbling,verb,emit|sound|rise|change|emit
bubbly,noun,sparkling wine
buckram,noun,fabric
buckram,verb,stiffen
bucolic,noun,rustic|pastoral
buddhist,noun,religious person
budding,noun,asexual reproduction
budding,verb,develop|begin
buff,noun,follower|leather|skin|brown|implement
buff,verb,hit|polish
buffeted,verb,strike|hit
bugged,verb,torment|listen in
buggy,noun,carriage
built,verb,make|develop|make|better|oversee|develop|create|establish|increase|intensify
bulgarian,noun,european|slavic
bulging,verb,change shape|stick out|change shape|swell
bulimic,noun,sick person
bulletproof,verb,proof
bully,noun,attacker|hood
bully,verb,intimidate|wheedle
bullying,noun,aggression
